,text,label
49,['ஆமா பெயிலு அரியார் விழுந்துடுச்சு படிச்சு எக்ஸாம் எழுதி அரியார் விழுந்து இருந்தா கூட பரவா இல்ல ஒம்மலே கூதி கொழுப்பு நாலா எக்ஸாம் கே போகாம அரியார் இப்போ என்ன பண்ண போற டெய்லி உம் எக்ஸாம் காலேல ஒரு எக்ஸாம் ஈவினிங் ஒரு எக்ஸாம் அதுலயும் பெயில் இப்போ நியாபகம் வச்சுக்கோ தோல்வி ஒரு வரம் மாறி தோத்து பொதுக்கப்றம் குடுக்குற சரக்கு தா கிக் அதிகம் தோல்வி வர அப்ப அத வச்சு எப்படி கிக் ஏத்தலாம் னு நினைக்குறேன் ல அவன் தா பெரிய ஆளு இங்க ரெண்டே சாய்ஸ் தா பிரிஎண்ட்ஸ் ஒன்னு முதுகை காட்டிட்டு ஓடுறது வாழ்க உன்ன வேரடி வேரடி ரேப் பண்ணும் இன்னோனு நின்னு பேஸ் காட்டி வாயில வாங்குறது உனக்கு புடிச்சாலும் புடிக்கலைனாலும் வாழ்க உன்ன புரட்டி பூட்டு ஓக்கும் டா எப்போ புக்ஸ் அ பெரிசா பாக்குறையோ அப்போ அது உன்ன அடிமை ஆகி உன்ன தோக்கடிச்சு உன்ன அழுச்சிடும் எப்ப அரியார் விழுந்தா மைராச்சு நா ஹை ஆகதா போறேன் கெளம்பிபோரையோ இந்த டிகிரி இல்ல எந்த செர்டிபிகாடே கோர்ஸ் உம் உன்னால தேறமுடியாது. '],[0.]
50,['வெள்கம் டு பிலிப் விமர்சன நிகழ்ச்சி இன்னக்கி நாம பாக்கபோறது ரொம்ப கேவலமான தரிதுரபுடிச்ச பாதிலே சூடாக்குற ஆனா அது கிட்ட நெருங்க முடியாத ஒரு கேரக்டர் பத்தி தா பாக்கபோறோம் இன்னும் சோல போனா ரிலேஷன் ல இருக்குற எல்லா படங்களுமே எப்ப ட நாம ஆளு நம்மள விட்டுட்டு போவா அப்டினு பயத்தோடு சாமானை புடுச்சுடாதே திரியுறதுக்கு காரணமா இருக்குற ஒரு கேரக்டர் கேர்ள் பிரென்ட் ஓடிஏ பெஸ்ட் பிரென்ட் பசங்க பொண்ணுக ரெண்டு பேருமே பண்ணாலும் கேர்ள் பிரென்ட் ஓட பெஸ்ட் பிரென்ட் பயனா இருந்தா சுவாரசியமா இங்கும் ர நால அவைங்களா பத்தி பாக்கலாம். மொத மொத இந்த கருமந்த்ர லவ் அ ஆரமிகுரோமோ அப்போவே அவங்களோட குடும்ப நடத்த பழகிக்கணும் ஏனா நாம கேர்ள் பிரென்ட் கூட ஓடிட்டே தெரியுவாங்க இப்போ வந்த படத்தில்கூட ஆறா னு சொல்லிட்டு நாம உடம்ப சுத்தி ஏதோ தவறு இருக்குனு சொல்லி ஓல ஒத்து இருப்பாங்க இவனும் திட்ட தட்ட நாம ஆளோட ஆரா மாறி தா இவங்களுக்கு தெரியாம எந்த முடிவும் எடுக்க முடியாது. '],[0.]
51,['படத்துக்கு போலாமா னு கேட்டா இந்த படம் நல்லா இல்லனு சொல்வாங்க சேரி படத்துக்கு வென பீச் கு போலாம் அப்டினா இன்னக்கி மல வரமாரி இருக்கு அப்டின்வாங்க சேரி மல வர மாறி இருக்கு வீட்டுல யாரும் இல்ல வரையா னு கேட்ட அம்மாவாசை அணுகி குடக்கூடாது அப்டின்கிறாங்க புண்டாமவனுக அவளுக்கு எப்ப டெட் வரும் னு தெரிஞ்சு வச்சுக்கிட்டு அன்னக்கி தா அவளை வெளியவே விடுறாங்க ஏன்டா இந்த மானக்கேட்ட பொழப்பு ஈதரை பயலுகளா அப்டினு கேக்க தோணும் சேரி தனியா போறனாள தா சாதி பண்றங்கனு சொல்ட்டு அவங்களையும் கூட்டிட்டு போனா அவங்களுக்கும் சேது நாம தா மோய் எழுதணும் கொடுத்த காச திருப்பியா கேட்கமுடியும் அவ கூட படுத்து வென கழுச்சிக்குளம் பிரச்னை என்னனா சாப்பிட கூடுபோனா வாய பாக்குறாங்க னு சொல்ட்டு ஐஸ் கிரீம் சாப்பிட போனா அங்கேயும் வாய வாய பாக்குறாங்க னு சொல்ட்டு அவனுக்கும் வாங்கி கொடுப்போம் அதே மாறி தியேட்டர் கு பொய் முத்தம் குடுக்க போன அங்கேயும் வந்து வாய வாய பாக்குறான் இந்த சந்திக்கூதியை என்னனு சொல்றது. '],[0.]
52,['மொதோலாம் லோவெர்ஸ் கூட ஏதாச்சும் பிரச்னை வந்தா ஒரு ஒரு வாரம் பத்து நாலு பேசாம இருப்பாங்க. ஏன் நா ஒருத்தரு இல்லாம ஒருத்தரு எப்படி காஜுல தவிக்குறாங்கனு உணரத்துக்காகதா அப்பளம் இந்த மாறி கேரக்டர் இல்லனு தா சொல்லணும் அப்டியே இருந்து இருந்தாலும் இவங்களுக்கு லோவெர்ஸ் குலா இருக்க பிரச்னை என்னனு தெரிஞ்சு இருக்காது ஆனா இப்ப டெக்னாலஜி வளர வளர இவங்க என்ன பன்றாங்க இனம் பெருக்கம் பன்னி வாழ்த்துட்டாங்க னு தா சொல்லணும். எப்ப அவங்களுக்கு குல சண்டை வரும் துண்டை போடலாம் னு காத்து இருக்காங்க புண்டமவனுக. அவ வாட்ஸாப்ப் ல சோகமா ஏதாச்சும் ஸ்டேட்டஸ் வச்சுட்டா போதும் நீ ஏன் சோகமா இருக்க நீ சிரிச்ச அழகாகிடும் னு சொல்லி வந்துடுவாங்க பெத்தவங்கள கூட இவளோ பாசமா பாத்து இருக்கமாட்டாங்க அவளோ அன்பு இதே சம்பவம் நேர்ல நடந்துச்சுனா கிறுக்குபுண்டை மாறி வித்த காமிச்சு அவளை சிரிக்க வச்சுடுவாங்க. இந்த கிறுக்குத்தனத்தை பாத்துட்டு ஓரமா போடா சுன்னி அப்டினு சோனா அவளுக வந்துட்டு அவன் எவளோ ஸ்வீட் அத் நடந்துக்குறான் உனக்கு அவன் மேல பொறாமை அப்டினுவாக இந்த கிறுக்குக்கூதி தனத பாத்து நாம பொறாமை வேற படணுமாக்கோம். '],[0.]
53,['ஊம்பு காதலாம் கொடுக்கமுடியாது டாய் லிவ் போடு இருக்கு டா சாரி. ஹலோ ஆல் இது உங்களுக்கு பிடிச்ச ஷோ காலுக்கு நடுவில் அப்டினு உங்க எல்லாருக்கும் தெரிஞ்சு இருக்கும். உங்க காதலை வெளிப்படுத்த நினைச்செங்கணா நா ரெடி அத் இருக்கேன் நிகழ்ச்சி ஓடிஏ முதல் காலர் லிவ் ல இருக்காங்க ஹலோ ஹலோ சார் ஹலோ ஹெலோ ஹலோ உங்க டிவி வால்யூம் அ கமி பண்ணுங்க ஏன் டா புண்டை என்ன லந்து குடுத்துட்டு இருக்கியா டிவி வால்யூம் முட்ட பண்ணுடா பாடு. உங்க பெரு சோனா னால இருக்கும் தங்கராஜ் பேசுறேன் சார் தங்கராஜ் உங்க வாய்ஸ் கேக்கும்போதே நீக்க காதல் இருக்கீங்கன்னு சொல்லி ஐயோ எப்படி சார் கண்டுபிடிசீங்க. பின்னாடி பாக்கிரௌண்ட் எப்படி இருக்கு தங்கராஜ் நல்லா இருக்கு சார் பின்னாடி க்ரீன்மாட்டே செட் போனது அந்த புண்டைக்கி தா. அதுக்கு முன்னாடி நா நிகழ்ச்சிக்கு போறதுக்கு முன்னாடி நா ஒரு இண்ட்ரோ கொடுத்து இருப்பேன் ஒரு கரடி கற்பழிச்சு கா கா அப்டினு சொல்லி அதுனால காதல் ல இருக்குறவங்க மட்டும் தா கால் பண்ணனும் நீங்க லவ் பந்தள அப்டினு சொன்னீங்கன்னா ஓத்தா ஒம்மா அப்டினு சொல்வேன் வீடு புகுந்து வெட்டுவேன் அதுனால நீக்க லவ் பண்ற பொண்ணு பெரு மட்டும் சொன்னீங்கன்னா நல்லா இருக்கும் தங்கராஜ் பூங்குழலி சார் அவளை நா உயிருக்கு உயிரா லவ் பண்றேன் அவளுக்காக நா ஒரு கவிதை கூட எழுதி இருக்கேன் கட் பண்ரா கட் பண்ரா. '],[0.]
54,['ஒன்னும் தெரியாத மண்ணு கூதியே எடப்பாடி பழனி சம்மி முதலமைச்சர இருக்கீங்களே எங்க தளபதிக்கு எல்லாமே தெரியும் அரசியல பத்தி அவர முதலமைச்சர போட்ட உங்களுக்கு என்ன நீக்க போட்ட ஓட்டவிட எங்க தளபதிக்கு எவ்வளவு ஓட்டு இப்போ இளைஞர்கள் எவ்ளோ பேரு தளபதிக்காக உயிர குடுக்க தயார இருக்காங்க உங்களுக்கு இருக்காங்கள எடப்பாடி சுண்ணிக்கு இருக்காடா எங்க தளபதி தங்க தளபதிக்கு இருக்கு ஓத்தலாக தண்ணிய ஒளிச்சிங்க தண்ணி பிரச்சனை வந்துச்சு அப்போ எங்க ஊம்ப போனிங்க விவசாய்த்த ஒளிச்சிங்க அப்போ எங்க ஊம்ப போனிங்க அதெல்லாம் கேக்க மாட்டீங்க சாதாரணம் படம் வந்ததுக்கு அப்புறம் குத்துதே கொடையுதேன எப்படிங்க எங்க தளபதி சொன்னது தான் கரெக்ட் நீக்கலாம் வேஸ்ட்த்தான் ஓகேவ நீக்க தான் முதல் திருடன் ஆட்சில இருக்கவைக்கலாம் முதல் திருடன்   '],[0.]
55,['கட் பண்ரா புண்டாமவன் எடிட் ல போயிடும்ல. சாரி தங்கராஜ் உங்க கால் ல எதோ பிரச்னை னு நினைக்குறேன் அடுத்த தடவ கால் பண்ணுங்க நாம பேசலாம் அப்புறம் உங்களுக்காகவும் உங்க லவர் காகவும் ஒரு வீடியோ போடுறோம் பாத்து என்ஜோய் பண்ணுங்க. எல்லாருக்கும் வணக்கம் நாம சாதி காரங்க லாம் நல்லா இருக்கீங்களா. நா சாதி பத்தி பெருறேன் னு நினைக்காதீங்க நாம ஒன்னு சாதாரண இனம் கிடையாது நாம சாதி ல எவளோ பெருமை இருக்குற நாளந்தா நாம இவளோ பேசுறோம். ஆசியா லே எங்க கட்டு பாட்டுல வச்சுஇருந்தவங்க நாக. ராஜாக்கள் தமிழ்நாட்டுல இருந்தப்போ அதன்பெருக்கு ஊம்பி விட்டுட்டு இருந்தவங்க நாங்க சாதாரண பரம்பரை கிடையாது. இந்த ராஜா பசங்க எல்லாருமே எங்க சுகத்துக்கிட்ட அடிமையா இருந்தவங்க. நாங்களும் சுகத்தை குடுத்துட்டு இருந்தவங்க எங்க கொள்ளுத்தாத்தா வாயிற் வெங்கடேஷு சும்மா இல்ல சல்ட்டு செபாசிலிஸ்ட் உப்பு போடாம தப்பு பண்ணாதே கிடையாது. எங்க தாத்தா பெரியமீசை பிரகாஷு சல்ட்டு சுவீடு ரெண்டும் போடு சுகம் கொடுப்பாரு. '],[0.]
56,['எங்க அப்பா வீர வெண்கொடுக்கு சல்ட்டு சுவீடு லெமன் னு சுகம் கொடுத்தவாறு அப்படிப்பட்ட பெருமையான எனத்துல பொறந்தவங்க நாம அதவாது விட்டு கொடுக்காம இருக்கனும். இந்த நுணுக்கம் கலை பெருமை எல்லாம் நம எனத்துக்கே சொந்தமானது அத நம பெருமையை சொல்லி தா ஆகணும் அத நாக சொல்லிட்டே தா இருப்போம். ப்ரெண்ட்ஸ் இது வந்து நம சொந்தகளுக்காக நம வீடியோ கு லைக் ஏ வரமாட்டிங்குது ஏன்னு தெர்ல இந்த டிக் டொக் காரங்க நம பெருமைய எல்லாம் இந்த உலகத்துக்கு தெரியக்கூடாது னு சொல்லி மொடக்குறான் னு நினைக்குறேன் நம அத முறியடிச்சு காமிக்கும் எல்லா சொந்தகளுக்கும் ஷேர் பண்ணிட்டே இருங்க. ஆங்கிலேயர் எப்படி நம கிட்ட சுகம் போதும் போதும் னு சொல்லி ஓடுனாங்களோ அதே மாறி நம ஓடிஏ விடுறோம் தெறிக்க விடுறோம் ப்ரெண்ட்ஸ். நம ஓம்சு காட்டு படை னு சொல்றது சங்கடமா நினைக்கக்கூடாது நண்பர்களே பெருமையை நினைக்கணும் ஊம்பு கட்டு படையின் சார்பாக நன்றி  சொந்தங்களே. '],[0.]
57,['அடுத்த கலர் எங்க இருந்து பேசுறீங்க. சார் நா பாபு பேசுறேன் சார் நா உங்க பெரிய பேன் சார். நா உங்க கிட்ட ரொம்ப நாலா பேசணும் னு ட்ரை பண்ணிட்டே இருந்தே லைன் ஏ கிடைக்கல எப்டியோ லைன் கிடைச்சுடுச்சு எங்கு என்ன பண்றதுனே தெர்ல சார் ரொம்ப சந்தோசமா இருக்கு சார். இத ஒரு பொண்ணு சொல்லி இருந்த நா ரொம்ப சந்தோச பட்டு இருப்பேன் பாபு நீ என்ன புண்டைக்கு இவளோ ரசிக்குறீங்க எனைய. எனக்கு உங்கள ரொம்ப பிடிக்கும் நா டெய்லி உங்கள டிவி ல பாப்பேன் சார். டாய் உண்மையா சொல்லடா. சார் ஆபத்தான கேட்ட பாட்ட போடுவீங்க. வயசு என்ன ஆகுது பாபு ௨௬ சார் நீக்க பிளாஸ்டிக் சைல்ட் இல்ல உங்க ஹெஅழ்த் ஈசு ஏதாச்சும் இருக்க உங்களுக்கு. ஐ ஆம் வெரி குட் அடல்ட் சார் மழுமுத புண்டை இவளோ பேசுரேலை உனக்கு புடுச்சி பாட்ட டவுன்லோட் பண்ணி போகவேண்டியது தா ந ட மயிறு. இது ஒரு நிகழ்ச்சி ரொம்ப நாலா வெயிட் பண்ணி கூப்டு பாட்ட வேற கேக்குற அறிவு மேரு னு இருக்க இல்லையா ட உனக்கு. உண்மையா சொல்லு உன் வாட்ஸாப்ப் டிபி கருப்பு ரிப்பன் தா ந ஆமா சார். '],[0.]
58,['பலான டாக்டர் பெரிய பிராட் தாயோளி மீம் கிரிஎட்டர் ரெவிஎவ் கு நடுவுல பொம்ம விக்கிறவன் பெரிய கஞ்சா சப்ளையர் ஹெஸ் பிசினஸ் பண்றவன் சாமியார் தமிழ் ராக்கர்ஸ் ஐட்டம் புண்டை சங்கிப்பயன் பார்ன் ஆக்டர் பார்ன்  ஆக்டர் அவங்க அடுச்சங்க ந நம தாங்க மாட்டோம் துணையும் சேது தா. '],[0.]
59,['இந்த வீடியோ வ பாத்துட்டு இருக்கும் போதே கண் கலங்கி இருக்கும் அதுக்குள்ள காலர் வந்தாங்க ஹலோ யாரு பேசுறீங்க. சார் ஏன் பெரு ஹரிஹர சுதன் பிரேம் வளசரவாக்கம் சென்னை சார். ஹரிஹர சுதன் உங்கள கேன சுதன் னு கூப்பிடலாமா. ஓகே சுதன் உங்க வாய்ஸ் ஏ சூப்பர் ஆஹ் இருக்கு உங்க லவ் ஸ்டோரி அ பத்தி சொல்லுங்க. சார் ஐ ஆம் அகைன்ஸ்ட் லவ் சார். அப்போ எதுக்கு நிகழ்ச்சிக்கு கூப்பிடுறீங்க சுதன். பட் ஐ லவ் சம்ஒன் சார் அவங்கள பத்தி பேசலாம் னு தா கால் பன் சார். உங்க காதல் கதை பத்தி கேக்க குரியஸ் அ இருக்கேன் சொல்லுங்க. நா ஒரு போனோட அப்பனா பேசுறேன் சார் ஒரு குழந்தையை பெத்து வளக்குறது எவளோ கஷ்டம் னு தெரியும். நம வளத்தா ௨௫ வயசுல எவனோ ஒரு பரதேசி வந்து தட்டிட்டு போயிடுறேன் சார். '],[0.]
60,['வணக்கம் ஆண்கள் ஆண்கள் எல்லாரும் சம்பாரிக்காம இருக்கலாம் ஆனா எல்லோரு கைகளிலும் கம்பு இருக்கும் அறம் செய்ய அஞ்சாதவங்க ஆண்கள் மொல செய்ய துணிந்தவர்கள் ஆண்கள். ஆண்களுக்கு ஏழாம் இருக்கிற ஒரே பயம் தா இறந்த பிறகு தன ஆளை எவன் போடுவான் என்றுதான். முறைத்த பேனை துரத்தி பிடிப்பவர்கள் ஆண்கள். விடாமல் ஒம்மலே ஆசிட் அடிப்பவர்களும் ஆண்கள். அளவுக்கு அதிகமாக அன்பு செலுத்துபவர்கள் ஆண்கள் அனாவசியமாக ரேப் செய்பவர்கள் இல்லை ஆண்கள். தேவை பாடல் எம்பட்டி பஸ் இல் தொடையில் காய் வைப்பாரும் ஆண்கள். இருட்டில் பயம் அறியா இருப்பவர்கள் ஆண்கள். ஒருவனுக்கு பெண் தோழிகளை விட ஆண் தோழர்கள் இருந்தால் அவன் ஆண்களை போடும் காமுகனாகவும் இருக்கலாம். '],[0.]
61,['இந்த நிகழ்ச்சி ஓடிஏ லாஸ்ட் செக்மென்ட் கு வந்து இருக்கோம் யார் அன் லாஸ்ட் அண்ட் லக்கி காலர். சார் நா உங்க கிடையா பேசுறேன் நீங்களா இது சார். ஆமா நீக்க ஏன் கிட்ட தா ஏசிடு இருக்கீங்க ஆனா இவளோ மரியாதையை வேண்டாமே. டேய் அன்கர் கூதி எப்படி இருக்க அதுக்காக இவளோ கொச்சையா பேச வேண்டாம் கொஞ்சம் மரியாதையா பேசுங்க. பெரு ஆறுமுகம் தேனீ மாவட்டம் மாமியார் பெரு நிரஞ்சனா லவ் என்ற பொண்ணு பெரு ஸ்வீஎதா. உங்க லவ் ஸ்டோரி பத்தி சொல்லுங்க. சார் எட்டு வருசமா லவ் பண்றேன் நா கல்யாணம் பண்ண போறேன். எனக்கு ரொம்ப ஆசிரியமா இருக்கு லவ் பண்றவங்க கல்யாணம் பன்னுவாங்கனு. '],[0.]
62,['பஞ்சாயத்தை தேர்பத்துக்காக வந்து இருக்காங்க இந்த அருமை ஆனா நிகழ்வுல மோதலை பெத்தவங்க சைடு ல இருந்து பேசுவதற்காக ஒரு அருமை ஆனா பேச்சாளர். உங்க பெரு என்ன அரவிந்த் ஐயா எந்த ஊரு காடூர் ஐயா காடூர் ல இருந்து வந்துருக்கான் காட்டு வாசி பயன். பேசு டா undefined ஐயா நடுவர் அவர்களே சொல்லுடா சொல்லு ஐயா ஒரு ப்லொவ் ல பெபட விடுங்க ஐயா. நம எப்படி ஐயா இந்த உலகத்துக்கு வந்தோம் க்ஸ் கிரோமோசோம் ய கிரோமோசோம் அந்த கிருமிகளா வந்தோம். அப்டி இல்ல அப்டி இல்ல நா நீ இந்த வியாபாரி படத்துல டூப்ளே இருந்து சத்துணவு சாணி மாறி விழுந்தாயா. '],[0.]
63,['நம்ம அப்பா அம்மா தாக ஐயா. பத்து மாசம் சுமந்து பேதங்கள் அவங்கள பத்தி தா. நூத்துல ஒன்னு சூத்துல ரெண்டும் ர மாறி பேசிட்டாங்க. ஆனா இவனே கடைசி காலத்துல அவங்க அம்மா வுக்கு படுக்க பாய் கூட தரல ஆனா இப்போ அம்மாவை பத்தி பேசி காய் தட்டு வாங்கிட்டான். உங்க அம்மா மேல இருந்து பெருமையை பாத்துட்டு இருப்பாங்க. ஐயா நா இப்ப பேசப்போறது அப்பாவை பத்தி. எங்க அப்பா கூலி வேல செஞ்சு என்ன வலத்தாறு. என்ன கூலி வேல கார்பொரேட் கூலி ஐயா. மாசம் அறுபது அஞ்சாயிரம் தா சம்பளம். '],[0.]
64,['அதே மாதிரி இந்த பொண்ணுங்களம் வந்து கலை நான் உன்ன லவ் பண்றேன்னு சொல்லிட்டு இருந்திங்கனா டென்ஷன் ஆயிடுவேன் ஒரு பொண்ணு கமெண்ட் பன்னிருக்கு சுஜினு ஒரு பொண்ணு தலைவரே நான் உங்கள லவ் பண்றேன் என் புருஷன டைவோர்ஸ் பண்ணிட்டு கல்யாணம் பண்ணிக்குறேன் ஐட்டம் மூதேவி ஐட்டம் உண்ணாக்கு கல்யாணம் ஆயிடுச்சு முதல அத சொல்ல வேண்டியதுதானே தலைவரே நான் உங்கள லவ் பண்றேன்னு சொன்ன உடனே நானும் ஆசைய அப்படிங்கள இன்ஸ்டவுள உடனே மெசஜ் பண்ணிக்கிட்டு இருக்கும் பொது புருஷன டைவோர்ஸ் பண்ணிட்டு கல்யாணம் பண்ணிக்குறேன் குழந்தைய யாரு வழக்குறது நீக்கலாம் பொண்ணா ச்சீ இந்த உலகத்துல யாரையும் நம்பாதிங்க நம்மளோடைய கைகள்ல மட்டும் நம்புங்க யாரையும் நம்பாதிங்க ப்ரண்ட்ஸ்           '],[0.]
65,['கார்பொரேட் கல்ச்சர் ரெண்டு டன் லடோம் அதே தாங்க ஐயா மாசம் அறுபது அஞ்சாயிரம் தா ஐயா சம்பளம் சம்பளம் கிடைச்சவுடனே ஷாட் போட ரிசார்ட் போய்டுவாங்க ஐயா ஆனா மூணு நாள் அந்த சம்பளத்தை முடுச்சிட்டு நாங்க இங்க பசியோட இருப்போம் அவரு எங்களுக்கு பண்ட்ரி ல இருந்து பிரட் பிசகுட் ஜாம் லாம் திருடிட்டுவந்து எங்களுக்கு பசி ஆத்துவாரு எங்க அப்பா அந்த தெய்வம் தா ஐயா எங்களுக்கு முக்கியம். இந்த பரதேசி பயண பெத்தவன் பேச ஒரு தனி தைரியம் வேணும். அப்படிப்பட்ட தைரியம் இவரு கிட்ட இருக்கு. '],[0.]
66,['என்ன பாதுகா ஒரு பொண்ணு வேணுமா இல்லையா இந்த நிகழ்ச்சியை குடும்பத்தோடு பாத்துட்டு இருப்பாங்க. அதுமட்டும் இல்ல நா கொஞ்சம் கோவக்காரன் சிரிச்சிட்டே தா இருப்பேன் ஆனா போடா கிறுக்கு புனை னு திட்டிடுவேன். அதுனால உங்க எதிர்பார்ப்பு என்ன அத மட்டும் சொல்லுங்க. மஹாலக்ஷ்மி மாறி ஒரு பொண்ணு வேணும் இப்பதா ரோஜாபூமாலை நிகழ்ச்சிக்கு எதை மாறி பேசி இருக்கீங்க. டிக் டொக் பண்ற மாறி மஹாலக்ஷ்மி சார் காஸ்ஸ்டவ்மர் பாத ரிஜெக்ட் ஏ பண்ணக்கூடாது. இது எந்த நிகழ்ச்சி னு தெரியுமா டா ரோஜாபூமாலை டா காஜுமாலை கிடையாது ட கொம்மாள. '],[0.]
67,['இவங்க பெத்தவங்க பெத்தவங்க னு சொல்றாங்களே நண்பன் இல்லாம இருக்க முடியுமா ஐயா தளபதி படத்துல ஸ்ரீ வித்யா பெத்தவங்கள பூட்ஸ் வண்டியில போட்டுடுவாயா. ஆனா நண்பன் கூட இருந்து பாத்துக்குவான் வந்தாயா நண்பன். பெரு என்ன டா ஏன் பெரு முழுவிந். எவன் பேரே விவகாரம் இருக்கு பேசுற கன்டென்ட் மட்டும் எனக்கு தெரியாது னு நினைக்காதீங்க. இந்த மாறி கன்டென்ட் ஐ பேசமுடியாமல் பேசும் இந்த தற்குறிப்பயலை வீனா போகவேண்டிய விந்தை உருவாக்கி அதை நண்பன் னு சொல்லிட்டு இருக்கான். '],[0.]
68,['இப்படி கண்ட கண்ட பாடலை அட்வைஸ் பண்ணாலும் கடைசி வரைக்கும் தோல் கொடுத்து நிபந்தய நண்பன் நா ஏன் நண்பன் த போலாம் னு இருந்தேன் போர்ப்பயே தெரியும் அவன் பேப்பர் நிறையா கன்டென்ட் கொடுத்து அனுப்புவான் ஐயா. நம ஒரு பொண்ண லவ் பண்ணா அப்பா திட்டுவாங்க அம்மா செருப்பால அடிப்பாங்க இவளோ ஏன் அந்த பொன்னே நம்மள விட்டுட்டு போகும் நா இருக்கேன் டா னு சொல்லி கடைசி வரைக்கும் நிக்கிறானே வந்தா ஐயா நண்பன். நண்பனை குனியவச்சு சுகம் பாக்கலாம் னு நினைக்குற நண்பர்களுக்கு என் மனமார்ந்த நன்றிகள். '],[0.]
69,['நாம் அனைவரும் வாழ்த்த பிறந்தவர்கள் வாழ்க்கையை வள அல்ல வாழ்த்த அதுமட்டும் அல்ல ஓழ்த்தவும் தான். ஆழ்த்தும் நம் பாரம்பரியத்தின் அங்கம் தானே அதை பத்தி பேச குழம்பி இருக்கிறது இந்த கூட்டம். ஓல் இந்த சொல் இந்த நூற்றாண்டில் சொல் என்று சொன்னால் உங்களால் நம்பமுடிகிறதா நம்புங்கள் எதை மேலோட்டமாக பார்த்தால் கலவி என்று பொருள் தரும் கொச்சை ஆனா சொல் என்று கேக்கலாம். கொஞ்சம் தர்க்கரீதியாக யோசித்து பாருங்களே பட்ட இலக்கியத்தை எளிய மக்களிடம் கொண்டு சேர்க்கும் ஒரு எழுத்தாளரின் கடைசி மூச்சில் ஒரு ஒற்றை வரி சொல் தான் இந்த ஓல். '],[0.]
